Team,Player,Position,GW,OPP,Home/Away,Result,Score,PTS,G,A,SOT,CC,SCR,STO,CS,INT,TW,PS,SV,AER,CLR,DIS,OG,GC,YC,RC
Swansea,Franck Tabanou,Def,4,MUN,A,W,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Bafetimbi Gomis,For,1,CHE,H,D,2-2,19.5,1,0,2,1,0,2,0,0,0,0,0,3,3,0,0,2,0,0
Swansea,Bafetimbi Gomis,For,2,NEW,A,W,2-0,11.5,1,0,1,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0
Swansea,Bafetimbi Gomis,For,3,SUN,H,D,1-1,14,1,0,3,1,0,1,0,0,0,0,0,0,0,5,0,1,0,0
Swansea,Bafetimbi Gomis,For,4,MUN,A,W,2-1,12,1,0,1,1,0,1,0,1,0,0,0,2,0,5,0,1,0,0
Swansea,Ederzito Antonio Macedo Lopes,For,1,CHE,H,D,2-2,5,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0
Swansea,Ederzito Antonio Macedo Lopes,For,2,NEW,A,W,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Ederzito Antonio Macedo Lopes,For,3,SUN,H,D,1-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Swansea,Ederzito Antonio Macedo Lopes,For,4,MUN,A,W,2-1,1.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Swansea,Miguel Perez Cuesta,For,1,CHE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Miguel Perez Cuesta,For,2,NEW,A,W,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Miguel Perez Cuesta,For,3,SUN,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Miguel Perez Cuesta,For,4,MUN,A,W,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Marvin Emnes,For,1,CHE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Marvin Emnes,For,2,NEW,A,W,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Marvin Emnes,For,3,SUN,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Marvin Emnes,For,4,MUN,A,W,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Lukasz Fabianski,Goa,1,CHE,H,D,2-2,2.25,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0
Swansea,Lukasz Fabianski,Goa,2,NEW,A,W,2-0,12,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
Swansea,Lukasz Fabianski,Goa,3,SUN,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Swansea,Lukasz Fabianski,Goa,4,MUN,A,W,2-1,4.25,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0
Swansea,Kristoffer Nordfeldt,Goa,1,CHE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Kristoffer Nordfeldt,Goa,2,NEW,A,W,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Kristoffer Nordfeldt,Goa,3,SUN,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Kristoffer Nordfeldt,Goa,4,MUN,A,W,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Jonjo Shelvey,Mid,1,CHE,H,D,2-2,18,0,0,0,6,0,2,0,0,1,0,0,0,2,0,0,2,1,0
Swansea,Jonjo Shelvey,Mid,2,NEW,A,W,2-0,24,0,1,2,3,0,1,1,1,2,0,0,0,2,0,0,0,0,0
Swansea,Jonjo Shelvey,Mid,3,SUN,H,D,1-1,20,0,0,1,4,4,1,0,2,0,0,0,2,2,2,0,1,0,0
Swansea,Jonjo Shelvey,Mid,4,MUN,A,W,2-1,8,0,0,2,1,0,1,0,3,0,0,0,0,1,0,0,1,1,0
Swansea,Andre Ayew,Mid,1,CHE,H,D,2-2,14,1,0,3,0,0,1,0,0,2,0,0,0,0,4,0,2,0,0
Swansea,Andre Ayew,Mid,2,NEW,A,W,2-0,16.5,1,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0
Swansea,Andre Ayew,Mid,3,SUN,H,D,1-1,5,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0
Swansea,Andre Ayew,Mid,4,MUN,A,W,2-1,26.5,1,1,1,3,0,0,0,1,2,0,0,1,0,3,0,1,0,0
Swansea,Jefferson Montero,Mid,1,CHE,H,D,2-2,20,0,0,2,2,2,6,0,0,1,0,0,2,0,0,0,2,0,0
Swansea,Jefferson Montero,Mid,2,NEW,A,W,2-0,24,0,1,0,4,2,1,0,1,2,0,0,0,0,0,0,0,0,0
Swansea,Jefferson Montero,Mid,3,SUN,H,D,1-1,11,0,0,1,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0
Swansea,Jefferson Montero,Mid,4,MUN,A,W,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Gylfi Sigurdsson,Mid,1,CHE,H,D,2-2,5,0,0,1,1,0,1,0,0,2,0,0,0,1,3,0,2,0,0
Swansea,Gylfi Sigurdsson,Mid,2,NEW,A,W,2-0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Swansea,Gylfi Sigurdsson,Mid,3,SUN,H,D,1-1,12,0,0,2,4,0,0,0,1,0,0,0,0,0,2,0,1,1,0
Swansea,Gylfi Sigurdsson,Mid,4,MUN,A,W,2-1,16,0,1,0,2,1,1,0,1,0,0,0,2,0,0,0,1,0,0
Swansea,Jack Cork,Mid,1,CHE,H,D,2-2,3,0,0,0,0,0,0,0,4,2,0,0,2,0,1,0,0,1,0
Swansea,Jack Cork,Mid,2,NEW,A,W,2-0,15,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0
Swansea,Jack Cork,Mid,3,SUN,H,D,1-1,13.5,0,0,0,1,0,3,0,6,1,0,0,5,7,2,0,1,0,0
Swansea,Jack Cork,Mid,4,MUN,A,W,2-1,5.5,0,0,0,0,0,0,0,4,2,0,0,1,2,1,0,1,0,0
Swansea,Sung-yueng Ki,Mid,1,CHE,H,D,2-2,4.5,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0
Swansea,Sung-yueng Ki,Mid,2,NEW,A,W,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Sung-yueng Ki,Mid,3,SUN,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Sung-yueng Ki,Mid,4,MUN,A,W,2-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Swansea,Jay Fulton,Mid,1,CHE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Jay Fulton,Mid,2,NEW,A,W,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Jay Fulton,Mid,3,SUN,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Jay Fulton,Mid,4,MUN,A,W,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Matt Grimes,Mid,1,CHE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Matt Grimes,Mid,2,NEW,A,W,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Matt Grimes,Mid,3,SUN,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Matt Grimes,Mid,4,MUN,A,W,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Leon Britton,Mid,1,CHE,H,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Leon Britton,Mid,2,NEW,A,W,2-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Leon Britton,Mid,3,SUN,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Leon Britton,Mid,4,MUN,A,W,2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Wayne Routledge,Mid,1,CHE,H,D,2-2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Wayne Routledge,Mid,2,NEW,A,W,2-0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Swansea,Wayne Routledge,Mid,3,SUN,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,Wayne Routledge,Mid,4,MUN,A,W,2-1,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Tottenham,Jan Vertonghen,Def,1,MUN,H,L,1-0,0.5,0,0,0,0,0,0,0,3,1,0,0,1,2,0,0,1,1,0
Tottenham,Jan Vertonghen,Def,2,STO,A,D,2-2,3,0,0,0,0,0,0,0,2,0,0,0,4,4,0,0,2,0,0
Tottenham,Jan Vertonghen,Def,3,LEI,H,D,1-1,19.5,0,0,0,1,1,0,0,4,4,0,0,7,10,0,0,1,0,0
Tottenham,Jan Vertonghen,Def,4,EVE,A,D,0-0,14,0,0,0,0,0,1,1,2,2,0,0,1,8,0,0,0,0,0
Tottenham,Kyle Walker,Def,1,MUN,H,L,1-0,5.75,0,0,1,0,0,0,0,5,8,0,0,1,3,0,1,1,0,0
Tottenham,Kyle Walker,Def,2,STO,A,D,2-2,-1.5,0,0,0,0,0,0,0,3,2,0,0,1,2,1,0,2,1,0
Tottenham,Kyle Walker,Def,3,LEI,H,D,1-1,15.5,0,0,1,3,0,1,0,2,0,0,0,3,2,0,0,1,0,0
Tottenham,Kyle Walker,Def,4,EVE,A,D,0-0,12,0,0,0,0,1,0,1,2,1,0,0,2,0,0,0,0,0,0
Tottenham,Eric Dier,Def,1,MUN,H,L,1-0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,1,0
Tottenham,Eric Dier,Def,2,STO,A,D,2-2,19,1,0,1,2,0,1,0,1,0,0,0,3,0,0,0,2,0,0
Tottenham,Eric Dier,Def,3,LEI,H,D,1-1,1,0,0,0,0,0,0,0,1,0,0,0,5,4,1,0,1,1,0
Tottenham,Eric Dier,Def,4,EVE,A,D,0-0,10.25,0,0,0,0,0,0,1,3,4,0,0,1,1,1,0,0,1,0
Tottenham,Toby Alderweireld,Def,1,MUN,H,L,1-0,14.25,0,0,1,1,0,2,0,6,1,0,0,1,5,0,0,1,0,0
Tottenham,Toby Alderweireld,Def,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0
Tottenham,Toby Alderweireld,Def,3,LEI,H,D,1-1,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0
Tottenham,Toby Alderweireld,Def,4,EVE,A,D,0-0,12.25,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0
Tottenham,Ben Davies,Def,1,MUN,H,L,1-0,4.75,0,0,0,0,0,1,0,3,0,0,0,2,3,0,0,1,0,0
Tottenham,Ben Davies,Def,2,STO,A,D,2-2,8.5,0,1,0,1,1,0,0,2,1,0,0,1,2,1,0,2,1,0
Tottenham,Ben Davies,Def,3,LEI,H,D,1-1,3.75,0,0,0,0,0,1,0,0,0,0,0,4,7,1,0,1,0,0
Tottenham,Ben Davies,Def,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Danny Rose,Def,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Danny Rose,Def,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Danny Rose,Def,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Danny Rose,Def,4,EVE,A,D,0-0,16.25,0,0,0,1,1,0,1,2,5,0,0,1,1,2,0,0,0,0
Tottenham,Kieran Trippier,Def,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Kieran Trippier,Def,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Kieran Trippier,Def,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Kieran Trippier,Def,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Vlad Chiriches,Def,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Vlad Chiriches,Def,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Vlad Chiriches,Def,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Vlad Chiriches,Def,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Federico Fazio,Def,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Federico Fazio,Def,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Federico Fazio,Def,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Federico Fazio,Def,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Ryan Fredericks,Def,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Ryan Fredericks,Def,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Ryan Fredericks,Def,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Ryan Fredericks,Def,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Kevin Wimmer,Def,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Kevin Wimmer,Def,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Kevin Wimmer,Def,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Kevin Wimmer,Def,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Harry Kane,For,1,MUN,H,L,1-0,6,0,0,0,1,0,3,0,0,1,0,0,2,0,2,0,1,0,0
Tottenham,Harry Kane,For,2,STO,A,D,2-2,8,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Tottenham,Harry Kane,For,3,LEI,H,D,1-1,12.5,0,0,1,3,0,3,0,0,1,0,0,1,1,3,0,1,0,0
Tottenham,Harry Kane,For,4,EVE,A,D,0-0,12,0,0,1,3,0,2,1,0,2,0,0,2,3,4,0,0,0,0
Tottenham,Roberto Soldado,For,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Roberto Soldado,For,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Roberto Soldado,For,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Roberto Soldado,For,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Shaquile Coulthirst,For,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Shaquile Coulthirst,For,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Shaquile Coulthirst,For,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Shaquile Coulthirst,For,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Emmanuel Adebayor,For,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Emmanuel Adebayor,For,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Emmanuel Adebayor,For,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Emmanuel Adebayor,For,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Clinton Jie,For,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Clinton Jie,For,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Clinton Jie,For,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Clinton Jie,For,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Hugo Lloris,Goa,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Hugo Lloris,Goa,2,STO,A,D,2-2,7.25,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,2,0,0
Tottenham,Hugo Lloris,Goa,3,LEI,H,D,1-1,6.25,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Tottenham,Hugo Lloris,Goa,4,EVE,A,D,0-0,14,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
Tottenham,Michel Vorm,Goa,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Tottenham,Michel Vorm,Goa,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Michel Vorm,Goa,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Michel Vorm,Goa,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Luke McGee,Goa,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Luke McGee,Goa,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Luke McGee,Goa,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Luke McGee,Goa,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Tom Glover,Goa,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Tom Glover,Goa,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Tom Glover,Goa,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Tom Glover,Goa,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Nacer Chadli,Mid,1,MUN,H,L,1-0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0
Tottenham,Nacer Chadli,Mid,2,STO,A,D,2-2,18.5,1,0,1,2,1,1,0,0,0,0,0,1,1,1,0,2,0,0
Tottenham,Nacer Chadli,Mid,3,LEI,H,D,1-1,10.5,0,1,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0
Tottenham,Nacer Chadli,Mid,4,EVE,A,D,0-0,10.5,0,0,0,5,0,0,1,1,0,0,0,1,0,4,0,0,1,0
Tottenham,Christian Eriksen,Mid,1,MUN,H,L,1-0,18,0,0,2,4,1,0,0,1,2,0,0,0,0,2,0,1,0,0
Tottenham,Christian Eriksen,Mid,2,STO,A,D,2-2,19,0,1,2,2,0,2,0,1,1,0,0,0,0,1,0,2,0,0
Tottenham,Christian Eriksen,Mid,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Christian Eriksen,Mid,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Mousa Dembélé,Mid,1,MUN,H,L,1-0,1,0,0,0,0,0,0,0,1,4,0,0,2,0,5,0,1,0,0
Tottenham,Mousa Dembélé,Mid,2,STO,A,D,2-2,10.5,0,0,1,0,0,3,0,3,3,0,0,1,0,1,0,2,0,0
Tottenham,Mousa Dembélé,Mid,3,LEI,H,D,1-1,8.5,0,0,2,1,0,4,0,0,2,0,0,1,0,2,0,0,1,0
Tottenham,Mousa Dembélé,Mid,4,EVE,A,D,0-0,10,0,0,0,2,0,1,0,1,3,0,0,0,0,1,0,0,0,0
Tottenham,Ryan Mason,Mid,1,MUN,H,L,1-0,1.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Tottenham,Ryan Mason,Mid,2,STO,A,D,2-2,7.5,0,0,1,1,0,1,0,2,0,0,0,1,1,1,0,0,0,0
Tottenham,Ryan Mason,Mid,3,LEI,H,D,1-1,1.5,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,1,1,0
Tottenham,Ryan Mason,Mid,4,EVE,A,D,0-0,16,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Bamidele Alli,Mid,1,MUN,H,L,1-0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0
Tottenham,Bamidele Alli,Mid,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Bamidele Alli,Mid,3,LEI,H,D,1-1,12,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Tottenham,Bamidele Alli,Mid,4,EVE,A,D,0-0,5,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0
Tottenham,Erik Lamela,Mid,1,MUN,H,L,1-0,4,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0
Tottenham,Erik Lamela,Mid,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0
Tottenham,Erik Lamela,Mid,3,LEI,H,D,1-1,11,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,1,0
Tottenham,Erik Lamela,Mid,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Nabil Bentaleb,Mid,1,MUN,H,L,1-0,-0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0
Tottenham,Nabil Bentaleb,Mid,2,STO,A,D,2-2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0
Tottenham,Nabil Bentaleb,Mid,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Nabil Bentaleb,Mid,4,EVE,A,D,0-0,10,0,0,1,2,0,1,1,1,1,0,0,2,0,0,0,0,1,0
Tottenham,Tom Carroll,Mid,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Tom Carroll,Mid,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Tom Carroll,Mid,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tottenham,Tom Carroll,Mid,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Andros Townsend,Mid,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Andros Townsend,Mid,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Andros Townsend,Mid,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Andros Townsend,Mid,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Alex Pritchard,Mid,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Alex Pritchard,Mid,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Alex Pritchard,Mid,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Alex Pritchard,Mid,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Harry Winks,Mid,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Harry Winks,Mid,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Harry Winks,Mid,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Harry Winks,Mid,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Joshua Onomah,Mid,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Joshua Onomah,Mid,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Joshua Onomah,Mid,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Joshua Onomah,Mid,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Heung-Min Son,Mid,1,MUN,H,L,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Heung-Min Son,Mid,2,STO,A,D,2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Heung-Min Son,Mid,3,LEI,H,D,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Heung-Min Son,Mid,4,EVE,A,D,0-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
